code,name,shares,weight
2059,川湖,260000,8.52
3017,奇鋐,1001000,7.64
2330,台積電,1306000,7.2
3037,欣興,2482000,6.7
2383,台光電,465000,5.85
3665,貿聯-KY,1161000,5.45
3008,大立光,343000,5.42
2345,智邦,1074000,5.13
8996,高力,1630000,4.88
6584,南俊國際,2231000,3.16
6223,旺矽,268000,3.12
3231,緯創,7245000,2.97
1815,富喬,10877000,2.9
1303,南亞,5445000,2.83
2455,全新,2753000,2.73
8021,尖點,2682000,2.59
2308,台達電,632000,2.56
2454,聯發科,266000,2.35
3443,創意,164000,2.22
3661,世芯-KY,215000,1.9
3189,景碩,844013,1.76
6669,緯穎,77000,1.2
4958,臻鼎-KY,1000000,1.09
3711,日月光投控,716000,0.99
8046,南電,300000,0.89
3081,聯亞,63000,0.49
6213,聯茂,373000,0.48
2301,光寶科,659000,0.45
6139,亞翔,250000,0.45
6187,萬潤,134000,0.44
2357,華碩,196000,0.43
3653,健策,33000,0.43
8150,南茂,1957000,0.4
2376,技嘉,508000,0.4
3026,禾伸堂,261000,0.4
2404,漢唐,155000,0.38
5274,信驊,11000,0.38
6274,台燿,113000,0.37
2360,致茂,76000,0.35
5289,宜鼎,99952,0.34
5347,世界,629000,0.22
