code,name,shares,weight
2059,川湖,260000,9.02
2330,台積電,1306000,7.47
3017,奇鋐,1001000,6.88
3037,欣興,2482000,6.42
2383,台光電,465000,6.08
3665,貿聯-KY,1161000,5.73
2345,智邦,1074000,5.35
8996,高力,1630000,4.49
3008,大立光,343000,4.45
6223,旺矽,268000,3.59
6584,南俊國際,2231000,3.15
3231,緯創,7245000,3.06
1815,富喬,10877000,2.82
2308,台達電,632000,2.64
2455,全新,2753000,2.53
8021,尖點,2682000,2.51
2454,聯發科,266000,2.41
1303,南亞,5445000,2.36
3443,創意,164000,2.12
3661,世芯-KY,215000,1.93
3189,景碩,844013,1.61
6669,緯穎,77000,1.17
4958,臻鼎-KY,1000000,1.05
3711,日月光投控,716000,1.02
8046,南電,300000,0.82
2301,光寶科,659000,0.46
6139,亞翔,250000,0.46
2357,華碩,196000,0.44
6213,聯茂,373000,0.43
2376,技嘉,508000,0.42
3081,聯亞,63000,0.42
8150,南茂,1957000,0.41
3653,健策,33000,0.41
3026,禾伸堂,261000,0.4
2404,漢唐,155000,0.4
6274,台燿,113000,0.4
5274,信驊,11000,0.4
6187,萬潤,134000,0.39
2360,致茂,76000,0.38
5289,宜鼎,98000,0.37
5347,世界,629000,0.23
