code,name,shares,weight
2330,台積電,1406000,8.35
2383,台光電,563000,7.21
2059,川湖,293000,5.72
2345,智邦,977000,5.69
3017,奇鋐,1009000,5.65
8996,高力,1630000,5.18
6223,旺矽,326000,5.07
3665,貿聯-KY,955000,4.37
3037,欣興,2097000,4.36
3008,大立光,420000,4.0
2454,聯發科,406000,3.91
6584,南俊國際,2231000,3.64
2327,國巨*,1566000,3.36
3443,創意,311000,3.3
6187,萬潤,1220000,2.81
2303,聯電,7000000,2.75
3711,日月光投控,1629000,2.45
8299,群聯,445000,2.29
6515,穎崴,120000,2.23
2455,全新,2753000,2.22
3661,世芯-KY,215000,2.11
8021,尖點,1501000,1.87
6182,合晶,4500000,1.73
7751,竑騰,372000,1.27
6488,環球晶,394000,1.17
3583,辛耘,566000,1.07
3189,景碩,440013,0.8
6139,亞翔,250000,0.52
3363,上詮,300000,0.46
2337,旺宏,1343000,0.45
7734,印能科技,56000,0.38
6805,富世達,109000,0.37
5289,宜鼎,98000,0.36
3260,威剛,358000,0.35
3264,欣銓,72000,0.04
3491,昇達科,1000,0.0
