code,name,shares,weight
2059,川湖,260000,8.3
2330,台積電,1306000,7.51
3017,奇鋐,1001000,6.84
3037,欣興,2482000,6.42
3665,貿聯-KY,1161000,6.3
2383,台光電,465000,6.3
2345,智邦,1074000,5.21
3008,大立光,343000,4.59
8996,高力,1630000,4.24
6223,旺矽,268000,3.49
6584,南俊國際,2231000,3.13
3231,緯創,7245000,3.03
1815,富喬,10877000,2.91
2455,全新,2753000,2.67
2308,台達電,632000,2.64
8021,尖點,2682000,2.54
1303,南亞,5445000,2.49
2454,聯發科,266000,2.4
3443,創意,164000,2.19
3661,世芯-KY,215000,1.9
3189,景碩,844013,1.63
6669,緯穎,77000,1.15
4958,臻鼎-KY,1000000,1.05
3711,日月光投控,716000,1.0
8046,南電,300000,0.81
6213,聯茂,373000,0.46
6139,亞翔,250000,0.45
3081,聯亞,63000,0.44
2357,華碩,196000,0.43
3653,健策,33000,0.42
2301,光寶科,659000,0.41
2376,技嘉,508000,0.41
8150,南茂,1957000,0.4
3026,禾伸堂,261000,0.4
6274,台燿,113000,0.4
5274,信驊,11000,0.4
2404,漢唐,155000,0.39
6187,萬潤,134000,0.38
2360,致茂,76000,0.38
5289,宜鼎,98000,0.36
5347,世界,629000,0.23
